PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210,Label,classification
0.000884,0.000922,0.340782,0.000922,0.338983,0.516616,0.356557,0.741573,0.985227,0.003525,0.006961,0.009434,0.010638,0.044715,0.096436,0.901483,0.777551,0.087719,0.089958,0.818352,0.178932,0.002171,0.219444,0.001195,0.709141,0.098477,0.067205,0.001173,0.25,0.290345,0.26908,0.227176,0.001351,0.000669,0.379594,0.000766,0.000813,0,0,0,0,0,0,0,0.000592,0.001466,0.233106,0.000262,0.000753,0.030543,0.000229,TRUE,TRUE
0.001052,0.001106,0.318436,0.001106,0.389831,0.480363,0.344262,0.752809,0.986364,0.005875,0.0058,0.007075,0,0.04065,0.023061,0.970339,0.753061,0.013645,0.023013,0.891386,0.229437,0.002786,0.213889,0.001582,0.777008,0.070051,0.058757,0.001456,0.209184,0.292568,0.243389,0.184713,0.001501,0.000746,0.422381,0.001169,0.001421,0,0,0,0,0,0.359431,0,0.000266,0.000991,0.134975,0.000332,0.001882,0.138236,0.000059,FALSE,FALSE
0.002052,0.002131,0.354749,0.002131,0.550847,0.652568,0.17623,0.745318,0.859091,0.050529,0.044084,0.082547,0.031915,0.065041,0.387841,0.509534,0.712245,0.395712,0.380753,0.520599,0.08658,0.003513,0.222222,0.00221,0.623269,0.168528,0.086118,0.002252,0.494898,0.209729,0.264865,0.339703,0.001682,0.002739,0.353812,0.001067,0.001608,0,0,0,0,0.071713,0,0,0,0.00143,0.103564,0.000773,0.001452,0.014087,0.001143,FALSE,FALSE
0.000885,0.000927,0.332402,0.000927,0.305085,0.332326,0.276639,0.76779,0.890909,0.021152,0.047564,0.035377,0.06383,0.113821,0.040881,0.872881,0.510204,0.072125,0.062762,0.90824,0.512266,0.002337,0.136111,0.001198,0.628809,0.159391,0.082839,0.001138,0.153061,0.227619,0.199243,0.390658,0.001086,0.000585,0.39605,0.000672,0.001008,0,0,0,0,0,0,0,0.000051,0.001382,0.232215,0.000549,0.000054,0.074903,0.000094,FALSE,FALSE
0.002373,0.002469,0.349162,0.002469,0.508475,0.619335,0.223361,0.715356,0.915909,0.050529,0.022042,0.018868,0.031915,0.04878,0.343816,0.608051,0.677551,0.352827,0.339958,0.576779,0.157287,0.004107,0.213889,0.002896,0.677285,0.116751,0.067079,0.002706,0.44898,0.209038,0.255173,0.295117,0.002729,0.002445,0.391662,0.001499,0.001818,0,0,0,0,0.092961,0.434164,0,0.00214,0.002899,0.172488,0.000992,0.002366,0.054311,0.000344,FALSE,FALSE
0.000183,0.000189,0.371508,0.000189,0.313559,0.410876,0.397541,0.752809,0.978409,0.003525,0.015081,0.009434,0,0.044715,0.053459,0.9375,0.740816,0.035088,0.050209,0.891386,0.240981,0.000712,0.433333,0.000282,0.807479,0.017259,0.040852,0.000254,0.209184,0.340822,0.243868,0.267516,0.000221,0.000088,0.379594,0.00018,0,0,0,0,0,0,0,0,0,0.000856,0.669394,0.000165,0,0.023519,0.000062,FALSE,FALSE
0.000563,0.000603,0.273743,0.000603,0.364407,0.52568,0.319672,0.734082,0.981818,0.007051,0.008121,0.004717,0.010638,0.044715,0.121593,0.873941,0.832653,0.105263,0.088912,0.769663,0.164502,0.001432,0.361111,0.000761,0.795014,0.080203,0.052074,0.000717,0.331633,0.276769,0.267369,0.218684,0.000407,0.000327,0.524959,0.000473,0,0,0,0,0,0,0,0,0,0.000311,0.073614,0.000076,0.000215,0.025473,0.00018,FALSE,FALSE
0.003624,0.003729,0.377095,0.003729,0.415254,0.486405,0.305328,0.771536,0.9625,0.012926,0.012761,0.014151,0.042553,0.052846,0.114256,0.868644,0.691837,0.105263,0.107741,0.76779,0.196248,0.008916,0.280556,0.004761,0.67313,0.146193,0.093557,0.004702,0.25,0.292063,0.280092,0.208068,0.003992,0.003995,0.397696,0.002383,0.00267,0,0,0.017668,0,0,0.345196,0.008046,0,0.005583,0.229542,0.002133,0.00242,0.028292,0.000998,TRUE,TRUE
0.05369,0.052658,0.51676,0.052658,0.516949,0.555891,0.151639,0.771536,0.801136,0.13631,0.013921,0.07783,0.010638,0.101626,0.121593,0.711864,0.640816,0.173489,0.145397,0.833333,0.451659,0.103015,0.297222,0.065146,0.599723,0.278173,0.136553,0.063211,0.336735,0.377815,0.326047,0.284501,0.0595,0.080889,0.397696,0.036929,0.041361,0.072968,0.009091,0.033569,0.009804,0.027888,0.47153,0.065297,0.030639,0.068079,0.201807,0.045012,0.138302,0.017536,0.022662,FALSE,FALSE
0.000178,0.000196,0.203911,0.000196,0.20339,0.416918,0.393443,0.730337,0.975,0.0047,0.013921,0.002358,0.031915,0.056911,0.063941,0.924788,0.661224,0.068226,0.070084,0.911985,0.246753,0.000564,0.1,0.000306,0.66759,0.069036,0.042996,0.000266,0.168367,0.365154,0.268406,0.152866,0.000253,0.000089,0.388919,0.000155,0.000181,0,0,0,0,0,0.768683,0,0,0.000118,0.08755,0.000019,0,0.049293,0.00003,TRUE,TRUE
0.000296,0.00032,0.24581,0.00032,0.254237,0.356495,0.442623,0.745318,0.992045,0.00235,0.0058,0.002358,0,0.044715,0.015723,0.983051,0.714286,0.017544,0.019874,0.865169,0.178932,0.001101,0.236111,0.000481,0.869806,0.019289,0.026731,0.000423,0.183673,0.320205,0.225179,0.254777,0.000284,0.000116,0.36588,0.000251,0.000229,0,0,0,0,0,0,0,0.000258,0.000145,0.068342,0.000039,0.000108,0.030823,0.000079,TRUE,TRUE
0.000259,0.000272,0.321229,0.000272,0.20339,0.39577,0.35041,0.689139,0.995455,0.00235,0.0058,0.004717,0,0.03252,0.019916,0.980932,0.681633,0.019493,0.01569,0.930712,0.164502,0.000775,0.288889,0.000436,0.763158,0.028426,0.049426,0.000326,0.193878,0.30465,0.29575,0.235669,0.000272,0.000121,0.456391,0.000236,0.000314,0,0,0,0,0,0.822064,0,0,0.000124,0.068899,0.000023,0.000161,0.052242,0.000039,TRUE,TRUE
0.000475,0.000497,0.335196,0.000497,0.305085,0.456193,0.381148,0.756554,0.986364,0.0047,0.006961,0.004717,0.010638,0.044715,0.02935,0.965042,0.708163,0.013645,0.021967,0.822097,0.168831,0.001523,0.263889,0.000764,0.732687,0.101523,0.026983,0.000675,0.168367,0.245005,0.19185,0.324841,0.000659,0.000345,0.38508,0.000455,0.000603,0,0,0,0,0,0.685053,0,0.000446,0.000422,0.133527,0,0.000269,0.03852,0.000098,FALSE,TRUE
0.002133,0.002264,0.293296,0.002264,0.355932,0.444109,0.334016,0.764045,0.977273,0.007051,0.008121,0.011792,0,0.056911,0.01782,0.967161,0.740816,0.013645,0.038703,0.846442,0.215007,0.005801,0.355556,0.002978,0.734072,0.139086,0.083974,0.002817,0.260204,0.291447,0.270586,0.229299,0.00265,0.001906,0.394405,0.001576,0.001997,0,0,0,0,0,0,0.00393,0,0.001999,0.127735,0.00094,0.000591,0.04563,0.000376,TRUE,TRUE
0.00018,0.000201,0.175978,0.000201,0.20339,0.308157,0.483607,0.70412,0.980682,0.0047,0.010441,0,0,0.065041,0.042977,0.945975,0.769388,0.02924,0.019874,0.906367,0.226551,0.000733,0.291667,0.000359,0.806094,0.025381,0.033791,0.000249,0.22449,0.331783,0.189864,0.180467,0.000201,0.000108,0.410313,0.000196,0,0,0,0,0,0,0,0,0,0.000104,0.083168,0,0,0.091437,0.000016,FALSE,FALSE
0.000186,0.0002,0.273743,0.0002,0.372881,0.489426,0.344262,0.670412,0.979545,0.008226,0.00464,0.009434,0,0.060976,0.038784,0.947034,0.842857,0.001949,0.021967,0.923221,0.186147,0.000479,0.277778,0.000353,0.789474,0.040609,0.087126,0.000227,0.367347,0.267376,0.253364,0.150743,0.000233,0.000071,0.392211,0.000185,0,0,0,0,0,0,0,0,0,0.00002,0.01479,0.00007,0.000323,0.024502,0.000063,FALSE,FALSE
0.00607,0.005961,0.511173,0.005961,0.516949,0.583082,0.206967,0.734082,0.927273,0.031727,0.018561,0.03066,0.053191,0.060976,0.267296,0.695975,0.634694,0.259259,0.205021,0.691011,0.17316,0.012511,0.186111,0.006927,0.635734,0.193909,0.0986,0.006852,0.403061,0.269505,0.280933,0.271762,0.007148,0.007984,0.400987,0.003776,0.005261,0,0,0,0,0.050465,0.403915,0,0.003567,0.009132,0.243057,0.003898,0.011615,0.029236,0.001543,FALSE,FALSE
0.000894,0.00092,0.379888,0.000921,0.364407,0.516616,0.280738,0.734082,0.992045,0.0047,0.00348,0.007075,0,0.04065,0.026205,0.971398,0.802041,0.017544,0.026151,0.906367,0.27417,0.002421,0.25,0.001146,0.806094,0.097462,0.098727,0.00107,0.362245,0.331783,0.352844,0.195329,0.001145,0.000665,0.411958,0.00087,0.001136,0,0,0,0,0,0.446619,0.003022,0.001892,0.000849,0.134443,0.000204,0.001936,0.029053,0.00024,FALSE,FALSE
0.000337,0.00034,0.430168,0.00034,0.449153,0.435045,0.413934,0.689139,0.995455,0.001175,0.0058,0.004717,0,0.03252,0.01782,0.983051,0.806122,0.011696,0.028243,0.882022,0.147186,0.000989,0.333333,0.000665,0.810249,0.04264,0.050561,0.000477,0.153061,0.30577,0.253628,0.237792,0.000399,0.000164,0.38508,0.00033,0.000323,0,0,0,0,0,0,0,0.000278,0.000218,0.095396,0.000112,0.00043,0.029622,0.000088,TRUE,TRUE
0.000084,0.00009,0.276536,0.00009,0.271186,0.374622,0.42418,0.677903,0.996591,0.005875,0.00348,0.004717,0.010638,0.012195,0.035639,0.966102,0.773469,0.072125,0.044979,0.812734,0.212121,0.000395,0.294444,0.000132,0.668975,0.024365,0.039213,0.000137,0.27551,0.276396,0.284972,0.106157,0.000071,0.000018,0.417992,0.000077,0,0,0,0,0,0,0,0,0,0,0,0.000012,0,0.038194,0.000019,TRUE,TRUE
0.00102,0.001054,0.365922,0.001054,0.474576,0.501511,0.342213,0.76779,0.990909,0.003525,0.006961,0.009434,0.010638,0.02439,0.036688,0.962924,0.812245,0.038986,0.034519,0.844569,0.200577,0.00247,0.169444,0.001485,0.763158,0.083249,0.069979,0.001373,0.22449,0.283324,0.239027,0.197452,0.001647,0.000912,0.392759,0.001308,0.001202,0,0,0,0,0,0.355872,0,0.000753,0.001202,0.17302,0.000408,0.000538,0.129474,0.00006,TRUE,TRUE
0.000063,0.000067,0.343575,0.000067,0.398305,0.389728,0.510246,0.805243,0.979545,0,0.024362,0,0.010638,0.03252,0.010482,0.974576,0.857143,0.021442,0.016736,0.938202,0.282828,0.000214,0.280556,0.00011,0.914127,0.053807,0.035683,0.000081,0.183673,0.220149,0.18915,0.252654,0.000118,0,0.392211,0.000084,0.000096,0,0,0,0,0,0,0,0,0,0,0,0.000161,0.038627,0.000013,FALSE,FALSE
0.00062,0.000631,0.413408,0.000631,0.372881,0.495468,0.329918,0.715356,0.988636,0.0047,0.0058,0.007075,0.010638,0.044715,0.020964,0.975636,0.789796,0.013645,0.024059,0.88764,0.183261,0.001827,0.433333,0.000849,0.831025,0.072081,0.08347,0.000787,0.295918,0.33281,0.284611,0.199575,0.000584,0.00025,0.376303,0.000556,0.000526,0,0,0,0,0,0,0,0.000193,0.000407,0.092797,0.000115,0.001506,0.030474,0.000157,TRUE,TRUE
0.000717,0.00076,0.296089,0.00076,0.347458,0.441088,0.377049,0.756554,0.982955,0.005875,0.0058,0.007075,0,0.052846,0.030398,0.960805,0.777551,0.011696,0.034519,0.825843,0.121212,0.001927,0.305556,0.001106,0.814404,0.072081,0.044635,0.001012,0.204082,0.295593,0.243095,0.269639,0.000928,0.000692,0.391114,0.000471,0,0,0,0,0,0,0,0.000834,0.0007,0.001048,0.207228,0.000256,0.00043,0.03052,0.000189,FALSE,FALSE
0.000504,0.000523,0.357542,0.000523,0.279661,0.374622,0.262295,0.389513,0.901136,0.072855,0.016241,0.037736,0,0.028455,0.10587,0.811441,0.720408,0.103314,0.096234,0.803371,0.111111,0.001387,0.480556,0.000609,0.756233,0.077157,0.050813,0.000586,0.163265,0.195836,0.218851,0.271762,0.000454,0.000247,0.414152,0.000284,0.000248,0,0,0,0,0,0,0,0,0.000289,0.084505,0.000124,0.000161,0.020092,0.000199,FALSE,TRUE
0.000072,0.000076,0.326816,0.000076,0.364407,0.380665,0.495902,0.786517,0.994318,0,0.00464,0.014151,0,0.028455,0.002096,0.998941,0.916327,0.001949,0.009414,0.88015,0.174603,0.000169,0.233333,0.000142,0.858726,0.027411,0.056739,0.000099,0.061224,0.304444,0.16564,0.309979,0.000075,0,0.392211,0.000112,0.000145,0,0,0,0,0,0,0,0,0,0,0,0,0.041418,0.000014,FALSE,FALSE
0.000359,0.000381,0.296089,0.000381,0.364407,0.444109,0.381148,0.719101,0.955682,0.003525,0.023202,0.021226,0.010638,0.077236,0.083857,0.889831,0.720408,0.042885,0.064854,0.745318,0.163059,0.001137,0.233333,0.000543,0.646814,0.107614,0.054092,0.000498,0.214286,0.291634,0.217052,0.2569,0.000502,0.000268,0.345584,0.000266,0.000443,0,0,0,0,0,0,0,0,0.000412,0.168181,0.000123,0,0.051021,0.000056,FALSE,FALSE
0.00083,0.000878,0.304469,0.000878,0.389831,0.504532,0.403689,0.786517,0.876136,0.00235,0.113689,0.009434,0.010638,0.065041,0.023061,0.877119,0.773469,0.011696,0.036611,0.82397,0.171717,0.002482,0.233333,0.001384,0.736842,0.064975,0.049174,0.001159,0.188776,0.303754,0.217541,0.278132,0.001035,0.000428,0.380143,0.000685,0.000845,0,0,0,0,0,0.186833,0,0.000311,0.000692,0.118119,0.000133,0.001936,0.059427,0.000112,TRUE,FALSE
0.029823,0.02906,0.53352,0.02906,0.440678,0.47432,0.163934,0.745318,0.881818,0.045828,0.010441,0.096698,0.010638,0.105691,0.06499,0.837924,0.561224,0.136452,0.114017,0.913858,0.44733,0.059344,0.277778,0.035827,0.563712,0.300508,0.143235,0.035663,0.280612,0.339739,0.308923,0.303609,0.031778,0.033655,0.379594,0.02078,0.023463,0.026534,0.007273,0.042403,0,0.02656,0.489324,0,0.013757,0.03075,0.165235,0.019009,0.103404,0.044881,0.004904,FALSE,FALSE
0.000066,0.000069,0.326816,0.000069,0.381356,0.504532,0.293033,0.756554,0.986364,0.001175,0.017401,0.002358,0,0.028455,0.01782,0.972458,0.791837,0,0.011506,0.900749,0.213564,0.000157,0.530556,0.000099,0.735457,0,0.0841,0.000097,0.219388,0.258655,0.238929,0.237792,0.000083,0.00002,0.365332,0.000066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030545,0.000017,TRUE,TRUE
0.000041,0.000047,0.162011,0.000047,0.194915,0.540785,0.32377,0.745318,0.993182,0.0047,0,0,0,0.056911,0.012579,0.98411,0.889796,0,0.017782,0.925094,0.305916,0.00009,0.541667,0.000066,0.689751,0.032487,0.135292,0.000042,0.19898,0.306088,0.341705,0.269639,0.000016,0,0.392211,0.000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046032,0.000007,TRUE,FALSE
0.000759,0.000792,0.343575,0.000791,0.347458,0.480363,0.30123,0.749064,0.975,0.005875,0.006961,0.023585,0.010638,0.04878,0.037736,0.945975,0.74898,0.025341,0.032427,0.855805,0.171717,0.002473,0.305556,0.001065,0.738227,0.06599,0.063422,0.001016,0.22449,0.293016,0.301931,0.248408,0.000956,0.000447,0.349424,0.000652,0.000817,0,0,0,0,0,0.592527,0,0.001052,0.000383,0.074369,0.000155,0.001291,0.025938,0.000232,TRUE,FALSE
0.000472,0.000505,0.273743,0.000505,0.330508,0.513595,0.288934,0.719101,0.967045,0.003525,0.019722,0.014151,0,0.056911,0.15304,0.833686,0.765306,0.097466,0.10251,0.790262,0.190476,0.001131,0.269444,0.000682,0.652355,0.039594,0.052074,0.00062,0.265306,0.253875,0.233736,0.273885,0.000458,0.000183,0.312123,0.000408,0.000264,0,0,0,0,0,0.380783,0,0.000242,0.000388,0.114381,0.00013,0.000376,0.076374,0.000049,FALSE,FALSE
0.000344,0.000372,0.251397,0.000372,0.398305,0.453172,0.338115,0.741573,0.993182,0.003525,0.0058,0.002358,0,0.036585,0.019916,0.979873,0.757143,0.003899,0.020921,0.816479,0.116883,0.000709,0.322222,0.000514,0.775623,0.061929,0.040348,0.000465,0.244898,0.275182,0.237648,0.248408,0.000403,0.00015,0.476687,0.000259,0.000463,0,0,0,0,0,0,0,0.000177,0.000188,0.078342,0.000031,0.001075,0.023615,0.000121,TRUE,TRUE
0.000701,0.00073,0.346369,0.00073,0.389831,0.416918,0.284836,0.771536,0.972727,0.012926,0.00464,0.011792,0,0.060976,0.022013,0.960805,0.644898,0.02729,0.029289,0.883895,0.285714,0.002026,0.236111,0.00099,0.677285,0.172589,0.062287,0.000919,0.193878,0.304781,0.221864,0.201699,0.000746,0.000383,0.387274,0.000496,0.000723,0,0,0,0,0,0,0,0.000302,0.000498,0.105718,0.000281,0.000215,0.021775,0.000255,FALSE,FALSE
0.000423,0.00045,0.293296,0.00045,0.237288,0.401813,0.452869,0.756554,0.992045,0.00235,0.00464,0.004717,0,0.044715,0.022013,0.975636,0.753061,0.017544,0.032427,0.898876,0.124098,0.001408,0.286111,0.000689,0.785319,0.067005,0.021813,0.000646,0.117347,0.252101,0.172202,0.216561,0.000663,0.000296,0.392759,0.000371,0.000465,0,0,0,0,0,0,0,0.000741,0.000448,0.146584,0.000085,0.000108,0.030787,0.000111,FALSE,FALSE
0.000277,0.000294,0.298883,0.000294,0.432203,0.504532,0.364754,0.719101,0.994318,0.009401,0.00232,0.004717,0,0.012195,0.034591,0.96822,0.738776,0.013645,0.035565,0.861423,0.248196,0.000458,0.252778,0.0004,0.771468,0.046701,0.067457,0.00038,0.229592,0.354491,0.37788,0.104034,0.000494,0.000206,0.375754,0.000276,0.000282,0,0,0,0,0,0.252669,0,0.000646,0.000375,0.19255,0.000031,0,0.047341,0.000048,TRUE,TRUE
0.0009,0.000927,0.374302,0.000927,0.466102,0.495468,0.327869,0.756554,0.986364,0.005875,0.0058,0.009434,0,0.036585,0.051363,0.942797,0.740816,0.037037,0.035565,0.921348,0.239538,0.002171,0.163889,0.001194,0.729917,0.108629,0.082839,0.001169,0.255102,0.334416,0.29353,0.174098,0.001295,0.001028,0.408667,0.000884,0.001144,0,0,0,0,0,0,0,0.000766,0.000794,0.128094,0.000365,0.000753,0.028887,0.000243,FALSE,FALSE
0.000703,0.000732,0.349162,0.000732,0.389831,0.528701,0.284836,0.726592,0.995455,0.0047,0.00348,0.004717,0,0.028455,0.012579,0.988347,0.838776,0.009747,0.021967,0.900749,0.197691,0.002132,0.277778,0.000912,0.842105,0.036548,0.078174,0.000892,0.290816,0.296583,0.312346,0.099788,0.000904,0.000383,0.33571,0.000646,0.000735,0,0,0,0,0,0,0,0.000391,0.000348,0.070755,0.000065,0.001237,0.030685,0.000181,FALSE,FALSE
0.00322,0.003275,0.410615,0.003275,0.5,0.564955,0.237705,0.722846,0.969318,0.008226,0.013921,0.016509,0.021277,0.04065,0.169811,0.820975,0.722449,0.132554,0.148536,0.816479,0.193362,0.006803,0.202778,0.003892,0.721607,0.179695,0.101374,0.003852,0.362245,0.285173,0.305393,0.208068,0.003989,0.004099,0.386177,0.00222,0.003338,0,0,0,0,0.029216,0,0.015348,0.002609,0.00415,0.192351,0.001574,0.00328,0.036099,0.000687,TRUE,FALSE
0.000513,0.000542,0.304469,0.000542,0.355932,0.486405,0.329918,0.752809,0.992045,0.00235,0.00348,0.004717,0,0.04065,0.035639,0.965042,0.771429,0.048733,0.042887,0.910112,0.219336,0.001269,0.297222,0.000766,0.760388,0.060914,0.075905,0.000681,0.244898,0.349038,0.321382,0.157113,0.000584,0.000238,0.409216,0.000438,0.000616,0,0,0,0,0,0.181495,0,0.000521,0.000298,0.084691,0.000046,0.000108,0.023438,0.000176,TRUE,TRUE
0.001066,0.001118,0.326816,0.001118,0.389831,0.453172,0.303279,0.745318,0.972727,0.010576,0.009281,0.011792,0,0.056911,0.049266,0.935381,0.740816,0.02729,0.027197,0.911985,0.207792,0.002678,0.086111,0.001502,0.720222,0.13198,0.062035,0.001455,0.204082,0.268385,0.218666,0.250531,0.001651,0.00102,0.387274,0.000911,0.001148,0,0,0,0,0,0,0,0.00071,0.001477,0.204455,0.00066,0.000269,0.038405,0.00022,FALSE,FALSE
0.000795,0.000843,0.296089,0.000843,0.313559,0.404834,0.403689,0.7603,0.943182,0.003525,0.038283,0.009434,0,0.085366,0.015723,0.940678,0.75102,0.007797,0.01569,0.88764,0.197691,0.002482,0.258333,0.001242,0.797784,0.074112,0.0348,0.00116,0.147959,0.272979,0.181864,0.346072,0.001015,0.000479,0.394953,0.00066,0.001035,0,0,0,0,0,0.286477,0,0.000942,0.000591,0.104963,0.000166,0.000215,0.029534,0.000217,TRUE,TRUE
0.000134,0.000147,0.217877,0.000147,0.279661,0.410876,0.362705,0.737828,0.992045,0.001175,0.010441,0.011792,0,0.01626,0.01782,0.980932,0.783673,0.005848,0,0.878277,0.20202,0.000368,0.163889,0.000247,0.880886,0.029442,0.038078,0.000196,0.117347,0.290439,0.229961,0.193206,0.00017,0.00009,0.398793,0.000224,0,0,0,0,0,0,0,0,0.000118,0,0,0.000013,0.000108,0.054054,0.00002,FALSE,FALSE
0.0014,0.001438,0.385475,0.001438,0.457627,0.507553,0.223361,0.715356,0.938636,0.018801,0.016241,0.049528,0.042553,0.044715,0.236897,0.731992,0.659184,0.218324,0.214435,0.719101,0.1443,0.002744,0.319444,0.001648,0.639889,0.170558,0.074896,0.001553,0.397959,0.213987,0.235917,0.33758,0.001173,0.001504,0.411958,0.000816,0.000576,0,0,0,0,0,0.398577,0.006207,0.000791,0.00086,0.091708,0.000455,0.000591,0.030726,0.000354,TRUE,TRUE
0.017012,0.016169,0.608939,0.016169,0.533898,0.628399,0.125,0.741573,0.894318,0.052879,0.006961,0.056604,0.010638,0.117886,0.082809,0.832627,0.681633,0.105263,0.085774,0.934457,0.448773,0.054565,0.336111,0.018912,0.709141,0.191878,0.160635,0.018442,0.438776,0.396657,0.488783,0.121019,0.01317,0.011622,0.421832,0.00997,0.011446,0.038143,0,0.05477,0,0.02656,0.498221,0.003833,0.015148,0.01919,0.193441,0.006448,0.068613,0.01273,0.009566,FALSE,FALSE
0.002059,0.002108,0.393855,0.002108,0.398305,0.528701,0.272541,0.722846,0.986364,0.005875,0.00464,0.009434,0,0.04065,0.018868,0.974576,0.791837,0.025341,0.046025,0.904494,0.278499,0.005672,0.516667,0.00269,0.82687,0.090355,0.141975,0.00251,0.341837,0.393856,0.390056,0.150743,0.002061,0.000969,0.416895,0.001795,0.001756,0,0,0,0,0,0.261566,0,0.000745,0.001251,0.091559,0.000371,0.003011,0.040191,0.000397,FALSE,FALSE
0.003596,0.003757,0.335196,0.003757,0.449153,0.516616,0.278689,0.805243,0.942045,0.010576,0.034803,0.018868,0.010638,0.056911,0.233753,0.740466,0.683673,0.083821,0.130753,0.78839,0.215007,0.009064,0.211111,0.004675,0.668975,0.161421,0.085235,0.004537,0.306122,0.266517,0.229414,0.271762,0.004249,0.003238,0.368075,0.002584,0.003511,0,0,0,0,0,0.496441,0.00116,0,0.004364,0.17677,0.002129,0.001559,0.039609,0.000718,FALSE,FALSE
0.001687,0.001698,0.441341,0.001698,0.372881,0.477341,0.256148,0.70412,0.982955,0.005875,0.00464,0.011792,0,0.04878,0.019916,0.970339,0.693878,0.023392,0.031381,0.878277,0.30303,0.00335,0.344444,0.001995,0.749307,0.124873,0.13567,0.001898,0.336735,0.362484,0.385802,0.167728,0.001726,0.001432,0.393856,0.001314,0.001219,0,0,0,0,0,0.494662,0,0.00064,0.000921,0.08245,0.000545,0.003818,0.030587,0.00042,FALSE,FALSE
0.000511,0.000549,0.268156,0.000549,0.288136,0.459215,0.395492,0.782772,0.848864,0.0047,0.11949,0.007075,0.021277,0.138211,0.044025,0.836864,0.836735,0.02729,0.031381,0.838951,0.252525,0.00161,0.219444,0.00082,0.693906,0.069036,0.038835,0.000727,0.188776,0.254024,0.181532,0.320594,0.000656,0.000273,0.398245,0.000471,0.000497,0,0.098182,0,0,0,0,0,0.000326,0.000422,0.115124,0.000116,0.000054,0.131003,0.00003,FALSE,FALSE
0.000295,0.000313,0.304469,0.000313,0.305085,0.407855,0.45082,0.771536,0.996591,0.00235,0.00232,0.007075,0,0.03252,0.015723,0.98411,0.877551,0.007797,0.026151,0.844569,0.181818,0.000766,0.497222,0.000542,0.855956,0.034518,0.059261,0.000414,0.19898,0.296713,0.213678,0.267516,0.000312,0.000134,0.286341,0.000265,0,0,0,0,0,0,0,0,0.000057,0.000298,0.149047,0.000086,0.000161,0.030286,0.000079,FALSE,FALSE
0.00012,0.000125,0.357542,0.000125,0.330508,0.429003,0.348361,0.722846,0.975,0.00235,0.015081,0.004717,0,0.073171,0.046122,0.940678,0.930612,0.050682,0.009414,0.865169,0.316017,0.000386,0.333333,0.000221,0.803324,0.012183,0.064935,0.000161,0.188776,0.421457,0.215429,0.178344,0.000043,0.000009,0.376851,0.000108,0,0,0,0,0,0,0,0,0,0,0,0,0.000161,0.110907,0.000007,TRUE,FALSE
0.000591,0.000616,0.346369,0.000616,0.381356,0.558912,0.223361,0.730337,0.980682,0.010576,0.008121,0.002358,0,0.04878,0.046122,0.944915,0.767347,0.031189,0.039749,0.876404,0.181818,0.00095,0.261111,0.000743,0.862881,0.049746,0.08057,0.000713,0.392857,0.264855,0.308131,0.161359,0.000419,0,0.392211,0.000486,0.000569,0,0,0,0,0,0,0,0,0.000277,0.064369,0.000066,0.001183,0.02288,0.000204,FALSE,FALSE
0.000059,0.000058,0.547486,0.000058,0.576271,0.480363,0.321721,0.632959,0.996591,0.001175,0.00464,0.007075,0,0.02439,0.013627,0.986229,0.902041,0.064327,0.031381,0.926966,0.253968,0.000214,0.230556,0.000101,0.752078,0.014213,0.055731,0.00009,0.214286,0.395294,0.343299,0.144374,0.000075,0.000038,0.340099,0.000074,0,0,0,0,0,0,0,0,0,0,0,0.00004,0,0.038204,0.000012,TRUE,TRUE
0.00068,0.000698,0.385475,0.000698,0.728814,0.851964,0.163934,0.76779,0.335227,0.007051,0.654292,0.007075,0,0.093496,0.042977,0.367585,0.787755,0.019493,0.07636,0.773408,0.154401,0.0012,0.236111,0.00068,0.65928,0.100508,0.042239,0.000624,0.755102,0.152344,0.209424,0.552017,0.000474,0.000337,0.343939,0.000298,0.000288,0,0,0,0,0,0,0,0.000579,0.000454,0.092116,0,0.000108,0.021034,0.000252,FALSE,FALSE
0.001994,0.002052,0.377095,0.002052,0.330508,0.495468,0.243852,0.745318,0.984091,0.009401,0.00348,0.007075,0.010638,0.04878,0.022013,0.96928,0.757143,0.019493,0.019874,0.93633,0.343434,0.005449,0.394444,0.0024,0.813019,0.13198,0.16984,0.002357,0.367347,0.380579,0.444226,0.144374,0.0022,0.001648,0.365332,0.001595,0.002067,0,0,0,0,0,0.393238,0.004723,0.001066,0.005395,0.400705,0.000503,0.003818,0.020839,0.000746,FALSE,FALSE
