PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210,Label,classification
0.000313,0.000343,0.215084,0.000343,0.305085,0.398792,0.280738,0.82397,0.463636,0.53584,0.00464,0.028302,0.010638,0.04878,0.046122,0.46822,0.912245,0.011696,0.006276,0.646067,0.083694,0.000404,0.519444,0.000453,0.728532,0.04264,0.047535,0.000415,0.316327,0.150719,0.072047,0.656051,0.000083,0.000057,0.363686,0.000191,0.000127,0,0,0,0,0,0.535587,0,0,0.000045,0.017587,0,0,0.01826,0.000144,TRUE,TRUE
0.004529,0.00466,0.379888,0.004648,0.313559,0.359517,0.206967,0.730337,0.501136,0.491187,0.00348,0.040094,0.010638,0.04878,0.01782,0.525424,0.6,0.050682,0.038703,0.687266,0.200577,0.009278,0.341667,0.005794,0.523546,0.203046,0.086874,0.005047,0.357143,0.180654,0.124839,0.617834,0.003211,0.003223,0.382337,0.003133,0.003888,0,0,0.028269,0,0.01328,0.47331,0,0,0.0044,0.139443,0.00233,0.002097,0.013742,0.002551,TRUE,TRUE
0.007231,0.007057,0.530726,0.007057,0.483051,0.60423,0.145492,0.771536,0.806818,0.137485,0.0058,0.089623,0.010638,0.089431,0.096436,0.738347,0.742857,0.1423,0.127615,0.694757,0.17316,0.014974,0.7,0.007691,0.814404,0.06599,0.116001,0.007238,0.571429,0.232138,0.325549,0.271762,0.004225,0.003672,0.397148,0.005608,0.006084,0,0,0,0,0,0.537367,0.005011,0.00235,0.005549,0.12177,0.005032,0.023875,0.008504,0.006227,TRUE,TRUE
0.010048,0.010192,0.418994,0.010192,0.415254,0.537764,0.178279,0.771536,0.85,0.128085,0.006961,0.023585,0.010638,0.077236,0.079665,0.794492,0.655102,0.089669,0.072176,0.662921,0.155844,0.019762,0.552778,0.011422,0.668975,0.118782,0.117892,0.01069,0.52551,0.225472,0.266117,0.343949,0.00731,0.007429,0.412507,0.008088,0.009245,0.116086,0,0.04417,0,0,0.501779,0.024283,0.00327,0.009885,0.157166,0.005662,0.011884,0.024577,0.003135,TRUE,TRUE
0.001718,0.001788,0.346369,0.001788,0.525424,0.543807,0.231557,0.838951,0.579545,0.417156,0.006961,0.018868,0,0.052846,0.061845,0.559322,0.742857,0.031189,0.033473,0.597378,0.067821,0.00341,0.241667,0.002252,0.623269,0.141117,0.056361,0.001881,0.5,0.098151,0.083725,0.789809,0.001248,0.00121,0.398245,0.001207,0.00131,0.235489,0,0,0,0,0.494662,0,0,0.001889,0.157092,0.000805,0.000591,0.013328,0.001013,TRUE,TRUE
0.00184,0.001956,0.290503,0.001956,0.389831,0.486405,0.254098,0.771536,0.861364,0.130435,0.00464,0.014151,0,0.04878,0.048218,0.833686,0.779592,0.052632,0.051255,0.595506,0.111111,0.004375,0.480556,0.002467,0.795014,0.038579,0.056865,0.002169,0.428571,0.146331,0.120017,0.458599,0.000995,0.000741,0.352715,0.001109,0.001156,0,0,0,0,0,0.588968,0.002712,0.000345,0.001084,0.09578,0.000372,0.000807,0.024166,0.000613,TRUE,TRUE
0.001256,0.001322,0.315642,0.001322,0.330508,0.425982,0.258197,0.827715,0.682955,0.314924,0.00116,0.023585,0,0.044715,0.023061,0.690678,0.636735,0.038986,0.033473,0.646067,0.141414,0.002846,0.502778,0.001501,0.718837,0.101523,0.056613,0.001214,0.535714,0.2093,0.157327,0.475584,0.000636,0.000387,0.258365,0.000789,0.000735,0,0,0,0,0,0.647687,0,0.000085,0.000641,0.073639,0.000267,0.00086,0.011488,0.000869,TRUE,TRUE
0.001812,0.001867,0.374302,0.001867,0.355932,0.531722,0.217213,0.76779,0.95,0.041128,0.00464,0.007075,0,0.060976,0.01782,0.940678,0.765306,0.013645,0.017782,0.595506,0.018759,0.003995,0.666667,0.002261,0.844875,0.037563,0.042239,0.002017,0.479592,0.149206,0.157298,0.44586,0.000731,0.000324,0.388919,0.001016,0,0,0,0,0,0,0,0,0,0.000524,0.050037,0.000171,0.000591,0.023654,0.000597,TRUE,TRUE
0.001516,0.001654,0.217877,0.001646,0.440678,0.438066,0.297131,0.790262,0.584091,0.415981,0.00464,0.014151,0.021277,0.04878,0.054507,0.570975,0.742857,0.062378,0.07113,0.606742,0.090909,0.004616,0.411111,0.002185,0.66759,0.059898,0.083722,0.002025,0.27551,0.19535,0.141151,0.490446,0.000778,0.000523,0.388371,0.000853,0.000898,0,0,0,0,0,0,0,0.000332,0.00074,0.066757,0,0.000807,0.026377,0.000472,TRUE,TRUE
0.003343,0.003071,0.712291,0.003071,0.491525,0.655589,0.125,0.752809,0.773864,0.180964,0.0058,0.04717,0.021277,0.121951,0.061845,0.744703,0.661224,0.068226,0.046025,0.805243,0.367965,0.009803,0.569444,0.003692,0.703601,0.098477,0.185853,0.003466,0.479592,0.347488,0.437361,0.229299,0.00235,0.001496,0.431706,0.002374,0.002626,0,0,0,0,0,0.544484,0,0.000778,0.001889,0.092562,0.001399,0.022154,0.023311,0.000996,TRUE,TRUE
0.002301,0.002401,0.340782,0.002401,0.364407,0.441088,0.209016,0.636704,0.675,0.325499,0.00348,0.011792,0,0.04878,0.028302,0.676907,0.667347,0.05848,0.031381,0.55618,0.047619,0.004619,0.630556,0.002651,0.772853,0.080203,0.113983,0.002397,0.454082,0.213165,0.291124,0.288747,0.001362,0.001065,0.417444,0.001532,0.001653,0,0,0,0,0,0.373665,0.001872,0.002345,0.00248,0.154653,0.000723,0.000645,0.009797,0.001845,TRUE,TRUE
0.00063,0.000673,0.276536,0.000673,0.279661,0.350453,0.172131,0.370787,0.2875,0.719154,0.006961,0.014151,0.031915,0.052846,0.045073,0.309322,0.477551,0.095517,0.088912,0.441948,0.092352,0.00126,0.3,0.00067,0.709141,0.095431,0.022696,0.000548,0.173469,0.110551,0.068458,0.802548,0.000284,0.000191,0.388371,0.000299,0.000409,0,0,0,0,0,0,0,0.000083,0.000164,0.040421,0.000038,0,0.014953,0.000343,TRUE,TRUE
0.005134,0.005136,0.458101,0.005136,0.516949,0.537764,0.147541,0.692884,0.729545,0.229142,0.008121,0.040094,0.021277,0.117886,0.060797,0.702331,0.602041,0.040936,0.050209,0.850187,0.207792,0.01997,0.380556,0.006128,0.605263,0.159391,0.150675,0.005681,0.428571,0.256825,0.312991,0.309979,0.00312,0.002226,0.424575,0.002439,0.003183,0,0,0,0,0,0.587189,0,0,0.005443,0.169406,0.002887,0.006775,0.032821,0.001185,TRUE,TRUE
0.001068,0.001112,0.346369,0.001112,0.40678,0.549849,0.258197,0.7603,0.709091,0.287897,0.00232,0.018868,0.010638,0.04878,0.113208,0.626059,0.697959,0.134503,0.098326,0.627341,0.137085,0.002316,0.438889,0.001334,0.617729,0.075127,0.065187,0.001185,0.47449,0.168553,0.147518,0.530786,0.000782,0.000574,0.368075,0.000808,0.001036,0,0,0,0,0,0.427046,0,0.000122,0.000961,0.135854,0.000593,0,0.012947,0.000651,TRUE,TRUE
0.011269,0.011255,0.463687,0.011249,0.415254,0.507553,0.172131,0.779026,0.755682,0.224442,0.0058,0.023585,0.010638,0.081301,0.063941,0.721398,0.604082,0.08577,0.080544,0.649813,0.190476,0.022135,0.563889,0.012838,0.655125,0.139086,0.105283,0.012216,0.443878,0.2293,0.255848,0.382166,0.007843,0.008159,0.40373,0.008463,0.009152,0.137645,0,0,0,0.017264,0.457295,0.020709,0.004968,0.010515,0.13849,0.005729,0.005969,0.0267,0.003187,TRUE,TRUE
0.006478,0.006504,0.446927,0.006504,0.364407,0.489426,0.243852,0.794007,0.942045,0.032902,0.00464,0.033019,0.010638,0.065041,0.025157,0.929025,0.72449,0.044834,0.038703,0.698502,0.178932,0.014483,0.391667,0.007682,0.736842,0.130964,0.120035,0.007401,0.423469,0.237946,0.265041,0.276008,0.003515,0.003045,0.391662,0.004218,0.004574,0,0,0.05477,0,0,0.507117,0.003665,0.000762,0.006675,0.15755,0.003076,0.007743,0.008603,0.005675,TRUE,TRUE
0.001266,0.001231,0.541899,0.001231,0.347458,0.350453,0.188525,0.359551,0.615909,0.376028,0.006961,0.014151,0,0.073171,0.032495,0.618644,0.593878,0.148148,0.077406,0.548689,0.062049,0.003754,0.569444,0.001253,0.810249,0.032487,0.051822,0.001144,0.647959,0.152269,0.196818,0.399151,0.000569,0.000475,0.400439,0.000523,0.000729,0,0,0,0,0,0.380783,0,0.000232,0.000574,0.07995,0.000395,0.000376,0.041445,0.000225,TRUE,TRUE
0.028003,0.026995,0.567039,0.026994,0.457627,0.44713,0.194672,0.812734,0.496591,0.47121,0.00348,0.066038,0.021277,0.085366,0.0587,0.488347,0.693878,0.126706,0.083682,0.818352,0.378066,0.074563,0.358333,0.035191,0.527701,0.283249,0.175892,0.031715,0.357143,0.301494,0.252396,0.386412,0.02854,0.031696,0.404827,0.020092,0.022914,0.389718,0,0.077739,0,0.014608,0.587189,0,0.01905,0.033617,0.199344,0.035115,0.070818,0.022799,0.008948,TRUE,TRUE
0.001162,0.001139,0.51676,0.001139,0.677966,0.459215,0,0.097378,0.697727,0.226792,0.015081,0.066038,0.085106,0.146341,0.15304,0.596398,0,0.109162,0.145397,0.889513,0.323232,0.001746,0.166667,0.000946,0.130194,0.285279,0.0783,0.000799,0.862245,0.207171,0.281383,0.233546,0.000375,0.000445,0.364783,0.000253,0.000326,0.603648,0,0,0,0,0.521352,0,0,0.000109,0.011559,0.000032,0.000161,0.013254,0.000651,TRUE,TRUE
0.002457,0.002641,0.259777,0.002641,0.347458,0.459215,0.254098,0.700375,0.861364,0.122209,0.00464,0.014151,0.031915,0.065041,0.046122,0.837924,0.753061,0.060429,0.048117,0.449438,0.037518,0.004638,0.422222,0.003111,0.696676,0.096447,0.047157,0.002917,0.341837,0.13253,0.129504,0.490446,0.001157,0.001155,0.393308,0.001412,0.00201,0,0,0,0,0,0.407473,0.004106,0.000335,0.001236,0.067797,0,0,0.016724,0.001193,TRUE,TRUE
0.022824,0.021822,0.592179,0.021822,0.398305,0.561934,0.159836,0.771536,0.888636,0.077556,0.0058,0.044811,0.010638,0.077236,0.101677,0.809322,0.738776,0.167641,0.129707,0.822097,0.419913,0.043984,0.658333,0.024539,0.82687,0.098477,0.19594,0.023561,0.510204,0.385938,0.462338,0.18896,0.019066,0.01118,0.413604,0.022105,0.021739,0.054726,0,0.033569,0,0.051793,0.5,0.005372,0.004278,0.017756,0.128379,0.009931,0.114158,0.022542,0.007316,TRUE,TRUE
0.000298,0.000316,0.304469,0.000316,0.432203,0.435045,0.393443,0.861423,0.315909,0.699177,0.00348,0.011792,0.010638,0.04065,0.007338,0.35911,0.740816,0.023392,0.034519,0.616105,0.040404,0.0007,0.505556,0.000584,0.65374,0.069036,0.047031,0.000372,0.326531,0.075331,0.011794,0.92569,0.000138,0,0.392211,0.000199,0.000178,0,0,0,0,0,0.756228,0,0.000008,0.000093,0.042884,0,0.000269,0.010387,0.000233,TRUE,TRUE
0.026437,0.026418,0.460894,0.026414,0.533898,0.63142,0.086066,0.842697,0.145455,0.802585,0.006961,0.125,0.010638,0.085366,0.133124,0.103814,0.577551,0.296296,0.214435,0.687266,0.186147,0.05436,0.588889,0.030003,0.49723,0.297462,0.078805,0.026697,0.581633,0.168105,0.201659,0.490446,0.014868,0.018453,0.402084,0.026997,0.022146,0.854063,0,0.208481,0,0.057105,0.677936,0.010464,0.018053,0.026925,0.145545,0.016047,0.018283,0.007497,0.026378,TRUE,TRUE
0.000667,0.000684,0.388268,0.000684,0.516949,0.558912,0.223361,0.782772,0.661364,0.33255,0.009281,0.004717,0.010638,0.065041,0.039832,0.65678,0.730612,0.050682,0.033473,0.488764,0.106782,0.001438,0.358333,0.000838,0.682825,0.118782,0.035178,0.00079,0.346939,0.165584,0.101309,0.598726,0.000494,0.000475,0.434997,0.00044,0.00049,0,0,0,0,0,0.405694,0,0,0.000334,0.070718,0.000134,0.000215,0.042876,0.000121,TRUE,TRUE
0.072247,0.070071,0.547486,0.070071,0.432203,0.519637,0.133197,0.805243,0.611364,0.320799,0.0058,0.120283,0.010638,0.097561,0.128931,0.53178,0.620408,0.294347,0.212343,0.857678,0.556999,0.134354,0.591667,0.084084,0.65097,0.252792,0.203883,0.080861,0.403061,0.450439,0.429664,0.252654,0.075652,0.079679,0.390565,0.075155,0.07445,0.308458,0.012727,0.084806,0.009804,0.073041,0.564057,0.036856,0.078236,0.087991,0.187587,0.056058,0.166855,0.018131,0.029169,TRUE,TRUE
0.004223,0.004306,0.405028,0.004306,0.440678,0.522659,0.168033,0.696629,0.665909,0.329025,0.00464,0.021226,0.010638,0.052846,0.110063,0.590042,0.769388,0.118908,0.10251,0.571161,0.112554,0.007496,0.325,0.004846,0.692521,0.074112,0.057622,0.004478,0.44898,0.150943,0.153611,0.496815,0.00327,0.00312,0.383982,0.002986,0.003297,0.162521,0,0,0,0.02656,0.446619,0,0.001632,0.003851,0.140681,0.001896,0.001882,0.030784,0.001059,TRUE,TRUE
0.013757,0.012626,0.717877,0.012626,0.40678,0.561934,0.157787,0.786517,0.734091,0.19859,0.00464,0.099057,0.021277,0.117886,0.060797,0.707627,0.734694,0.132554,0.099372,0.867041,0.41847,0.040068,0.452778,0.015312,0.8241,0.075127,0.170722,0.013603,0.535714,0.41085,0.482338,0.157113,0.008254,0.006931,0.402084,0.00921,0.009629,0.12272,0.010909,0.100707,0,0.039841,0.569395,0.015724,0.001801,0.011807,0.159889,0.00479,0.069312,0.015475,0.006154,TRUE,TRUE
0.013392,0.012959,0.555866,0.012959,0.398305,0.55287,0.170082,0.790262,0.760227,0.211516,0.00464,0.044811,0.010638,0.077236,0.066038,0.722458,0.706122,0.11306,0.088912,0.801498,0.314574,0.031371,0.622222,0.014918,0.763158,0.11269,0.178288,0.014512,0.454082,0.332568,0.399278,0.250531,0.008321,0.00761,0.422929,0.010603,0.010897,0,0,0.065371,0,0.041169,0.569395,0.014804,0.002644,0.010838,0.134307,0.005898,0.04006,0.023575,0.004156,TRUE,TRUE
0.001216,0.001278,0.321229,0.001278,0.29661,0.416918,0.262295,0.722846,0.743182,0.250294,0.006961,0.009434,0.010638,0.056911,0.028302,0.741525,0.8,0.015595,0.028243,0.631086,0.113997,0.002669,0.555556,0.001493,0.825485,0.032487,0.070357,0.00142,0.433673,0.216769,0.211243,0.418259,0.000391,0.000144,0.393308,0.000887,0.000535,0,0,0,0,0,0.606762,0,0,0.000153,0.017958,0.000055,0.001075,0.017344,0.000559,TRUE,TRUE
0.002258,0.002379,0.312849,0.002379,0.449153,0.528701,0.243852,0.835206,0.488636,0.512338,0.00348,0.023585,0.010638,0.04878,0.02935,0.504237,0.720408,0.02924,0.043933,0.646067,0.150072,0.005011,0.302778,0.003062,0.559557,0.163452,0.076409,0.002724,0.387755,0.172493,0.14918,0.643312,0.002022,0.001741,0.412507,0.001689,0.001764,0,0,0,0,0,0,0.002679,0,0.002741,0.182166,0.00157,0.000645,0.014534,0.001237,TRUE,TRUE
0.001612,0.001686,0.332402,0.001686,0.330508,0.374622,0.264344,0.775281,0.963636,0.016451,0.0058,0.025943,0.010638,0.04878,0.01782,0.955508,0.767347,0.031189,0.018828,0.661049,0.171717,0.004041,0.533333,0.00207,0.808864,0.075127,0.098096,0.001948,0.30102,0.237946,0.227076,0.318471,0.000837,0.000715,0.404827,0.001117,0.001348,0,0,0,0,0,0.487544,0.001225,0,0.001589,0.144641,0.000635,0.000054,0.009238,0.001375,TRUE,TRUE
0.002261,0.002267,0.452514,0.002266,0.305085,0.435045,0.282787,0.741573,0.972727,0.010576,0.00464,0.016509,0.010638,0.060976,0.037736,0.945975,0.740816,0.074074,0.050209,0.764045,0.278499,0.005762,0.655556,0.003028,0.752078,0.051777,0.190392,0.002623,0.387755,0.343268,0.328003,0.312102,0.002314,0.001668,0.393856,0.00216,0.003084,0,0,0,0,0,0.288256,0,0.000524,0.003917,0.267302,0.002007,0.009518,0.011217,0.001523,TRUE,FALSE
0.002682,0.002827,0.312849,0.002827,0.457627,0.522659,0.231557,0.797753,0.510227,0.488837,0.009281,0.016509,0.010638,0.044715,0.054507,0.507415,0.75102,0.05848,0.041841,0.625468,0.138528,0.004749,0.416667,0.003466,0.621884,0.145178,0.085613,0.003248,0.336735,0.17014,0.103988,0.556263,0.002275,0.0017,0.404279,0.001947,0.002603,0.480929,0.023636,0,0,0.02656,0.498221,0.006661,0,0.00332,0.17146,0.00097,0.001721,0.031968,0.000669,TRUE,TRUE
0.071375,0.070459,0.497207,0.07046,0.491525,0.492447,0.129098,0.838951,0.294318,0.643948,0.0058,0.139151,0.010638,0.081301,0.089099,0.277542,0.620408,0.317739,0.194561,0.812734,0.499278,0.12497,0.625,0.088128,0.51662,0.367513,0.168831,0.081868,0.377551,0.370906,0.301901,0.384289,0.063382,0.068475,0.409216,0.075292,0.069903,0.656716,0.016364,0.120141,0.009804,0.047809,0.661922,0.048838,0.047175,0.06694,0.134493,0.048585,0.066193,0.014266,0.03722,TRUE,TRUE
0.001394,0.001511,0.23743,0.001511,0.271186,0.374622,0.237705,0.595506,0.418182,0.59342,0.00232,0.016509,0.010638,0.036585,0.072327,0.407839,0.767347,0.081871,0.051255,0.485019,0.07215,0.003655,0.319444,0.001773,0.655125,0.093401,0.041105,0.001579,0.265306,0.103866,0.088272,0.596603,0.000624,0.000509,0.359846,0.000777,0.000888,0.507463,0,0,0,0.058433,0,0.001981,0.000312,0.001271,0.162389,0.000267,0,0.020945,0.000547,TRUE,TRUE
0.009126,0.009623,0.310056,0.009623,0.5,0.528701,0.194672,0.876404,0.206818,0.80376,0.00348,0.023585,0.021277,0.04878,0.023061,0.25,0.630612,0.046784,0.038703,0.653558,0.183261,0.022084,0.280556,0.011673,0.386427,0.317766,0.0841,0.011029,0.346939,0.180598,0.114276,0.643312,0.009217,0.010072,0.380691,0.007152,0.006583,0.563847,0,0.077739,0,0.015936,0.599644,0,0.005925,0.01296,0.20047,0.006878,0.004302,0.017548,0.00414,TRUE,TRUE
0.013709,0.01347,0.511173,0.013477,0.432203,0.589124,0.127049,0.82397,0.465909,0.511163,0.00464,0.040094,0.021277,0.097561,0.089099,0.436441,0.665306,0.163743,0.124477,0.790262,0.278499,0.032228,0.655556,0.014878,0.698061,0.17665,0.12697,0.014321,0.515306,0.274099,0.319847,0.322718,0.009438,0.008749,0.406473,0.011947,0.010889,0,0.007273,0.04417,0,0.035857,0.588968,0.006455,0.004682,0.017259,0.204653,0.00854,0.012045,0.010639,0.009525,TRUE,TRUE
0.001029,0.001112,0.243017,0.001113,0.432203,0.537764,0.293033,0.850187,0.425,0.586369,0.00464,0.014151,0,0.036585,0.018868,0.45339,0.826531,0.015595,0.01569,0.593633,0.112554,0.002189,0.402778,0.001398,0.627424,0.06599,0.059765,0.001237,0.387755,0.161176,0.086717,0.651805,0.000825,0.000748,0.414701,0.000671,0.000918,0,0,0,0,0,0,0.005427,0.000665,0.000636,0.079406,0.000252,0.000484,0.027426,0.000308,TRUE,TRUE
0.00547,0.005313,0.544693,0.005313,0.432203,0.589124,0.137295,0.749064,0.817045,0.164512,0.00464,0.021226,0.010638,0.073171,0.034591,0.804025,0.726531,0.040936,0.047071,0.752809,0.168831,0.013813,0.6,0.005886,0.792244,0.073096,0.151809,0.005509,0.566327,0.296471,0.42096,0.218684,0.00265,0.001946,0.412507,0.003488,0.004291,0.107794,0,0,0,0,0.460854,0,0.000318,0.002708,0.078527,0.00105,0.025918,0.025552,0.001573,TRUE,TRUE
0.001913,0.002046,0.273743,0.002046,0.381356,0.441088,0.307377,0.82397,0.652273,0.345476,0.00464,0.021226,0,0.044715,0.053459,0.635593,0.861224,0.05848,0.055439,0.623596,0.089466,0.004656,0.372222,0.002717,0.67867,0.093401,0.062413,0.002353,0.367347,0.184631,0.154823,0.414013,0.001663,0.001186,0.335162,0.001435,0.001576,0,0,0,0,0,0,0.00336,0.000536,0.00115,0.082228,0.000586,0.000645,0.01875,0.000825,TRUE,TRUE
0.002241,0.002293,0.393855,0.002293,0.457627,0.534743,0.239754,0.786517,0.6,0.40188,0.00464,0.016509,0,0.04065,0.044025,0.59428,0.687755,0.025341,0.049163,0.589888,0.093795,0.004086,0.475,0.002822,0.639889,0.049746,0.044005,0.002474,0.438776,0.151559,0.117944,0.605096,0.001512,0.001289,0.383434,0.001942,0.002066,0,0,0,0,0,0.551601,0.002924,0.000471,0.001545,0.10099,0.000596,0.000376,0.036451,0.000476,TRUE,TRUE
0.001069,0.001112,0.349162,0.001112,0.525424,0.583082,0.22541,0.808989,0.621591,0.366627,0.006961,0.028302,0.031915,0.04878,0.121593,0.556144,0.697959,0.120858,0.130753,0.58427,0.12987,0.00218,0.305556,0.001317,0.613573,0.070051,0.06897,0.001249,0.357143,0.187675,0.16432,0.573248,0.000829,0.000985,0.385628,0.000719,0.000898,0,0,0,0,0,0.645907,0.002314,0,0.001292,0.167166,0.000257,0.001075,0.009714,0.000865,TRUE,TRUE
0.002339,0.002405,0.382682,0.002404,0.254237,0.311178,0.440574,0.786517,0.978409,0.009401,0.00464,0.011792,0,0.052846,0.016771,0.96928,0.789796,0.021442,0.032427,0.636704,0.134199,0.006996,0.477778,0.004749,0.814404,0.043655,0.159249,0.003067,0.260204,0.190775,0.139391,0.469214,0.002176,0.001183,0.396599,0.002787,0.003398,0,0,0,0,0,0.44484,0,0.000211,0.002461,0.160829,0.001193,0.009034,0.020665,0.00088,TRUE,TRUE
0.010831,0.010845,0.455307,0.010845,0.220339,0.498489,0.247951,0.805243,0.682955,0.258519,0.00464,0.106132,0.010638,0.085366,0.070231,0.649364,0.761224,0.179337,0.121339,0.923221,0.541126,0.034643,0.616667,0.011858,0.879501,0.08731,0.247762,0.011732,0.489796,0.492923,0.586698,0.144374,0.012558,0.010001,0.401536,0.010427,0.012127,0.26534,0,0.077739,0,0.047809,0.530249,0.011378,0.004421,0.01167,0.162401,0.006887,0.016884,0.010331,0.007891,TRUE,TRUE
0.020186,0.017867,0.832402,0.017867,0.398305,0.649547,0.143443,0.756554,0.845455,0.041128,0.0058,0.214623,0.010638,0.065041,0.097484,0.770127,0.781633,0.269006,0.189331,0.868914,0.558442,0.030482,0.602778,0.020386,0.916898,0.040609,0.281427,0.017969,0.658163,0.478693,0.651166,0.142251,0.021763,0.016937,0.420735,0.018604,0.018576,0.031509,0.009091,0.075972,0,0.058433,0.489324,0.01512,0.012616,0.016463,0.153243,0.007366,0.171748,0.011926,0.011277,TRUE,TRUE
0.002192,0.002241,0.396648,0.002241,0.355932,0.438066,0.29918,0.790262,0.869318,0.112808,0.00348,0.021226,0,0.073171,0.040881,0.848517,0.820408,0.052632,0.051255,0.511236,0.113997,0.00414,0.455556,0.002989,0.743767,0.070051,0.100618,0.002658,0.316327,0.173408,0.145171,0.382166,0.001627,0.001545,0.3774,0.001669,0.001829,0,0,0,0,0,0.450178,0.002807,0.000543,0.002645,0.178601,0.000916,0.000108,0.013939,0.001215,TRUE,TRUE
0.098475,0.093751,0.603352,0.093751,0.415254,0.477341,0.129098,0.797753,0.407955,0.520564,0.00348,0.158019,0.010638,0.081301,0.075472,0.389831,0.593878,0.251462,0.174686,0.850187,0.621934,0.141828,0.522222,0.128888,0.477839,0.445685,0.25621,0.113966,0.326531,0.519309,0.36059,0.354565,0.133762,0.190505,0.409216,0.105136,0.101355,0.442786,0.009091,0.095406,0,0.042497,0.574733,0.068007,0.20573,0.111153,0.165384,0.166298,0.435447,0.028181,0.025161,TRUE,TRUE
0.002841,0.002872,0.427374,0.002873,0.322034,0.39577,0.366803,0.749064,0.971591,0.010576,0.006961,0.009434,0.053191,0.04878,0.110063,0.880297,0.653061,0.118908,0.094142,0.589888,0.163059,0.007222,0.547222,0.004768,0.747922,0.036548,0.135166,0.003554,0.30102,0.23098,0.187322,0.441614,0.002054,0.001454,0.387822,0.002701,0.002477,0,0,0,0,0,0.439502,0.002312,0.000231,0.003111,0.160458,0.001471,0.005485,0.022804,0.000953,TRUE,TRUE
0.000293,0.000306,0.349162,0.000306,0.279661,0.501511,0.272541,0.786517,0.876136,0.116334,0.00464,0.009434,0,0.056911,0.01153,0.877119,0.842857,0.019493,0.013598,0.623596,0.064935,0.00054,0.558333,0.000417,0.711911,0.035533,0.044131,0.000358,0.346939,0.168739,0.173825,0.435244,0.000079,0,0.392211,0.000169,0.000206,0,0,0,0,0,0,0,0,0.00004,0.021522,0,0,0.007614,0.000307,TRUE,TRUE
0.008114,0.008101,0.463687,0.008101,0.398305,0.47432,0.278689,0.846442,0.667045,0.311398,0.0058,0.035377,0.021277,0.073171,0.063941,0.639831,0.6,0.111111,0.099372,0.779026,0.30303,0.023978,0.302778,0.011967,0.588643,0.211168,0.161266,0.009756,0.336735,0.331951,0.258391,0.388535,0.009576,0.007746,0.400439,0.006561,0,0,0,0,0,0,0,0,0.001365,0.011349,0.2238,0.016023,0.022961,0.022439,0.002729,TRUE,TRUE
0.002498,0.002539,0.413408,0.002539,0.449153,0.55287,0.243852,0.794007,0.643182,0.341951,0.015081,0.014151,0.021277,0.056911,0.110063,0.582627,0.793878,0.109162,0.089958,0.518727,0.089466,0.00525,0.469444,0.003054,0.541551,0.050761,0.095574,0.002866,0.428571,0.126723,0.103519,0.619958,0.00158,0.001011,0.390016,0.001555,0.00176,0,0,0,0,0,0.485765,0.001195,0.001015,0.001412,0.08354,0.000526,0.001667,0.024307,0.00079,TRUE,TRUE
0.001621,0.001621,0.460894,0.001621,0.330508,0.353474,0.452869,0.790262,0.570455,0.430082,0.0058,0.011792,0.021277,0.04878,0.061845,0.554025,0.840816,0.076023,0.046025,0.631086,0.235209,0.004387,0.455556,0.002572,0.778393,0.070051,0.138948,0.001956,0.331633,0.352568,0.220817,0.454352,0.001651,0.001197,0.420187,0.001509,0.001897,0.242123,0,0,0,0,0.293594,0.00439,0.000161,0.001151,0.107859,0.00244,0.010916,0.020704,0.000593,TRUE,TRUE
0.086772,0.082012,0.625698,0.082012,0.457627,0.616314,0.092213,0.782772,0.5375,0.317274,0.009281,0.271226,0.010638,0.101626,0.210692,0.39089,0.702041,0.48538,0.345188,0.786517,0.415584,0.119358,0.65,0.085733,0.67867,0.205076,0.171857,0.082629,0.622449,0.317162,0.395679,0.276008,0.085082,0.080344,0.408667,0.095167,0.089614,0.281924,0.02,0.250883,0.019608,0.123506,0.508897,0.04226,0.145282,0.116336,0.222017,0.050876,0.181696,0.02301,0.026935,TRUE,TRUE
0.004316,0.004375,0.421788,0.004375,0.372881,0.477341,0.272541,0.842697,0.907955,0.047004,0.011601,0.058962,0.031915,0.056911,0.138365,0.794492,0.822449,0.167641,0.144351,0.616105,0.17316,0.010002,0.427778,0.005186,0.788089,0.076142,0.129744,0.004573,0.454082,0.186032,0.188945,0.422505,0.003159,0.003046,0.380143,0.003016,0.004122,0,0,0,0,0,0.427046,0.006316,0,0.004132,0.144455,0.00168,0.001882,0.014758,0.002237,TRUE,TRUE
